--------------------
BDMEP - INMET
--------------------
Estação           : CAXIAS DO SUL - RS (OMM: 83942)
Latitude  (graus) : -29.16
Longitude (graus) : -51.2
Altitude  (metros): 759.60
Estação Operante
Inicio de operação: 12/04/1912
Periodo solicitado dos dados: 01/01/1940 a 01/04/2020
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
83942;12/03/2016;0000;16;15.4;94;925.9;27;3;7;
83942;12/03/2016;1200;15.6;15.4;98;930;14;1;10;
83942;12/03/2016;1800;19.2;17;80;931.4;23;3;8;
83942;13/03/2016;0000;15;14.4;94;933.1;14;1;5;
83942;13/03/2016;1200;16.6;14.6;81;935.1;9;1;2;
83942;13/03/2016;1800;22.2;18.6;71;933.2;18;1;7;
83942;14/03/2016;0000;17.4;16.6;92;934.2;14;1;5;
83942;14/03/2016;1200;19.4;16;70;934.4;36;3;1;
83942;14/03/2016;1800;25.2;19.4;58;932.8;14;3;6;
83942;15/03/2016;0000;18.8;17;84;933.6;5;3;0;
83942;15/03/2016;1200;20.4;17.4;74;934;5;1;0;
83942;15/03/2016;1800;27;20;52;932.2;18;1;5;
83942;16/03/2016;0000;20.4;18.8;86;933.2;9;1;0;
83942;16/03/2016;1200;21.6;18.6;75;935;36;5;0;
83942;16/03/2016;1800;27.6;20.6;53;932.8;23;1;6;
83942;17/03/2016;0000;21.8;20;85;933.2;9;1;0;
83942;17/03/2016;1200;22;18.8;73;932.2;36;3;0;
83942;17/03/2016;1800;30.2;21.8;47;929.2;36;1;4;
83942;18/03/2016;0000;23.8;21.4;81;929.1;9;1;3;
83942;18/03/2016;1200;23;19.2;70;930.7;36;5;3;
83942;18/03/2016;1800;29.6;22;51;927.8;32;3;6;
83942;19/03/2016;0000;25.6;21.8;71;929.5;0;0;10;
83942;19/03/2016;1200;18;17.8;98;931.2;18;1;10;
83942;19/03/2016;1800;20;19.2;93;930.6;18;1;10;
83942;20/03/2016;0000;18.8;18.6;98;931;14;1;10;
83942;20/03/2016;1200;17.4;17.4;100;931.5;0;0;10;
83942;20/03/2016;1800;21.6;20.6;91;929.1;18;1;10;
83942;21/03/2016;0000;19.2;19;98;929.8;9;1;10;
83942;21/03/2016;1200;19;18.6;96;928.4;18;1;10;
83942;21/03/2016;1800;24.2;20.2;69;926.2;36;3;6;
83942;22/03/2016;0000;20.2;19;89;925.4;36;3;10;
83942;22/03/2016;1200;18.8;18;92;927.6;23;1;10;
83942;22/03/2016;1800;20.6;18;77;927.9;18;3;8;
83942;23/03/2016;0000;16.8;15.6;88;929.1;18;1;2;
83942;23/03/2016;1200;16.2;15.8;96;929.6;18;1;10;
83942;23/03/2016;1800;21.2;18;73;927;18;3;6;
83942;24/03/2016;0000;17;16.4;94;927.9;14;1;10;
83942;24/03/2016;1200;20;16.8;72;927.2;9;1;4;
83942;24/03/2016;1800;24.2;19.8;66;927.8;14;3;8;
83942;25/03/2016;0000;18.2;16.6;85;929.8;9;3;10;
83942;25/03/2016;1200;16;15.8;98;928.4;14;1;10;
83942;25/03/2016;1800;15.8;15.2;93;925.1;9;3;10;
83942;26/03/2016;0000;16.4;14.8;84;923.8;9;3;10;
83942;26/03/2016;1200;18.8;17.4;86;923.6;32;3;9;
83942;26/03/2016;1800;20.6;17.4;72;922.7;32;5;9;
83942;27/03/2016;0000;17;15;81;923.9;36;5;6;
83942;27/03/2016;1200;16.4;14.6;82;926;32;5;9;
83942;27/03/2016;1800;19;16.4;76;925.8;32;5;10;
83942;28/03/2016;0000;17.4;16.2;88;927.6;32;3;10;
83942;28/03/2016;1200;16.6;15.8;92;929.8;32;5;9;
83942;28/03/2016;1800;19.8;17.2;78;928.3;32;1;9;
83942;29/03/2016;0000;18;16.4;85;929.9;27;1;8;
83942;29/03/2016;1200;18.2;16.6;85;931.6;32;3;4;
83942;29/03/2016;1800;21.4;17.4;66;931.2;18;1;8;
83942;30/03/2016;0000;18;17;90;931.8;0;0;2;
83942;30/03/2016;1200;18;15.2;74;933.4;36;3;3;
83942;30/03/2016;1800;23.6;19.4;67;931.4;18;3;7;
83942;31/03/2016;0000;18.4;17.4;90;932.2;14;1;1;
83942;31/03/2016;1200;21;19.4;86;931.6;0;0;0;
83942;31/03/2016;1800;25;21.2;71;930.3;18;3;4;
83942;01/04/2016;0000;19.6;19.2;97;931.8;18;1;10;
83942;01/04/2016;1200;21.2;18.8;79;931.6;0;0;0;
83942;01/04/2016;1800;25.8;21.2;65;929.4;14;1.02888;3.75;
83942;02/04/2016;0000;20.6;19.2;88;929;14;1.02888;0;
83942;02/04/2016;1200;21.8;19.4;80;927.5;36;3;7.5;
83942;02/04/2016;1800;29.2;22.4;55;925;32;3;7.5;
83942;03/04/2016;0000;25;21.8;75;926.8;32;1.02888;10;
83942;03/04/2016;1200;19.4;17.6;84;928.6;32;3;6.25;
83942;03/04/2016;1800;26.4;20.8;61;928.2;23;3;5;
83942;04/04/2016;0000;19.4;19;96;931;18;1;7.5;
83942;04/04/2016;1200;18;16.8;88;932.2;9;1.02888;7;
83942;04/04/2016;1800;27.6;23.2;68;930.2;36;1.02888;7.5;
83942;05/04/2016;0000;22.4;21.4;91;931.8;0;0;7.5;
83942;05/04/2016;1200;22.4;20.2;82;932.3;5;3;7;
83942;05/04/2016;1800;28.2;23.4;66;930.8;32;1;8.75;
83942;06/04/2016;0000;25;21.8;75;929.5;5;1;7.5;
83942;06/04/2016;1200;22.8;19.6;74;928.2;36;3;5;
83942;06/04/2016;1800;30.6;23;52;925.1;32;3;6.25;
83942;07/04/2016;0000;21;20.4;94;928.2;18;3;10;
83942;07/04/2016;1200;22;20.6;88;928;23;1.02888;7.5;
83942;07/04/2016;1800;26.6;23.4;76;926;23;1.02888;7;
83942;08/04/2016;0000;21.8;21.4;96;927.2;18;1.02888;8.75;
83942;08/04/2016;1200;22;21;91;926.7;36;1.02888;7;
83942;08/04/2016;1800;25.4;23.4;85;924.3;18;1.02888;10;
83942;09/04/2016;0000;18;17.8;98;926;9;1.02888;10;
83942;09/04/2016;1200;22.6;19.6;76;927.8;36;3;8.75;
83942;09/04/2016;1800;24;21;76;926.3;23;1.02888;10;
83942;10/04/2016;0000;21.4;21.2;98;928.6;0;0;10;
83942;10/04/2016;1200;20;19.8;98;929.6;18;1.02888;10;
83942;10/04/2016;1800;22.2;21.2;91;928.2;18;1.02888;10;
83942;11/04/2016;0000;20;19.8;98;929.8;14;1.02888;10;
83942;11/04/2016;1200;19.2;18.6;94;930.8;9;1.02888;10;
83942;11/04/2016;1800;21;20.4;94;929.5;18;1.02888;10;
83942;12/04/2016;0000;18.4;18.4;100;930.4;0;0;10;
83942;12/04/2016;1200;18.2;18.2;100;932.2;18;1.02888;10;
83942;12/04/2016;1800;21.2;20;89;930.7;18;3;10;
83942;13/04/2016;0000;18.8;18.6;98;931.1;18;3;10;
83942;13/04/2016;1200;21.4;19.6;85;929.6;5;5;7.5;
83942;13/04/2016;1800;26;22.4;73;927.1;32;1;10;
83942;14/04/2016;0000;19;18.4;94;930;32;1;10;
83942;14/04/2016;1200;18.4;17.2;88;929.2;36;1.02888;6.25;
83942;14/04/2016;1800;25.2;20.2;63;928;27;3;3.75;
83942;15/04/2016;0000;21.6;20.2;88;928.6;0;0;2.5;
83942;15/04/2016;1200;23.8;19.6;67;929.8;36;3;5;
83942;15/04/2016;1800;30.4;22.4;49;926.6;5;3;2.5;
83942;16/04/2016;0000;25.6;20.6;62;927.2;36;1;0;
83942;16/04/2016;1200;24.4;20.6;71;928.4;36;3;0;
83942;16/04/2016;1800;30.4;22.8;52;927.6;23;3;5;
83942;17/04/2016;0000;26.2;22.6;74;929.5;0;0;2.5;
83942;17/04/2016;1200;24.8;21.4;73;931;36;3;2.5;
83942;17/04/2016;1800;31;23.6;53;928.3;32;3;7;
83942;18/04/2016;0000;26.2;21.8;67;928.4;0;0;3.75;
83942;18/04/2016;1200;24;21.4;79;930.8;36;1.02888;7.5;
83942;18/04/2016;1800;30.2;22.8;52;929;27;3;7.5;
83942;19/04/2016;0000;24;22.8;89;929.2;9;1.02888;7.5;
83942;19/04/2016;1200;23.4;19.2;67;927.6;36;3;7;
83942;19/04/2016;1800;28.6;20.6;48;925.6;32;5;7.5;
83942;20/04/2016;0000;25;20.4;65;928;32;1.02888;5;
83942;20/04/2016;1200;23.6;19.6;69;928;36;3;7.5;
83942;20/04/2016;1800;30.2;22;48;924.8;32;3;6.25;
83942;21/04/2016;0000;22.2;21.8;96;925.5;18;1.02888;7.5;
83942;21/04/2016;1200;24.6;19.2;59;924.6;36;5;7.5;
83942;21/04/2016;1800;20.4;19.6;92;925.2;23;1.02888;10;
83942;22/04/2016;0000;18.8;18.2;94;928.2;23;1.02888;8;
83942;22/04/2016;1200;16.4;16;96;930.3;9;3;10;
83942;22/04/2016;1800;18.4;17.8;94;928.4;18;3;10;
83942;23/04/2016;0000;17.6;17.2;96;926.4;5;3;10;
83942;23/04/2016;1200;21;19.2;84;926.7;36;3;8.75;
83942;23/04/2016;1800;23;20.4;79;923.5;36;3;7;
83942;24/04/2016;0000;22;20.2;85;924.2;0;0;7;
83942;24/04/2016;1200;23.4;19.8;71;922.7;36;3;7.5;
83942;24/04/2016;1800;27.6;21.4;56;921.9;32;3;8.75;
83942;25/04/2016;0000;20.8;18.6;82;921;5;3;10;
83942;25/04/2016;1200;17.4;16.8;94;917.4;36;5;10;
83942;25/04/2016;1800;20.6;18.6;83;917.2;32;5;10;
83942;26/04/2016;0000;19.2;18.2;90;918.4;32;1.02888;10;
83942;26/04/2016;1200;12;12;100;922;18;1.02888;10;
83942;26/04/2016;1800;8.4;8.4;100;923.2;18;1.02888;10;
83942;27/04/2016;0000;6.4;6;94;926.2;18;1.02888;10;
83942;27/04/2016;1200;6;5;86;929.9;23;5;8.75;
83942;27/04/2016;1800;9.4;6.4;64;929.4;27;3;8.75;
83942;28/04/2016;0000;5.8;4.6;83;931;27;1.02888;3.75;
83942;28/04/2016;1200;4.2;3;81;933.5;27;5;6.25;
83942;28/04/2016;1800;10.8;6.8;55;932.2;23;3;2.5;
83942;29/04/2016;0000;5.6;4.4;83;933.1;0;0;0;
83942;29/04/2016;1200;6;4.2;74;932;23;1.02888;7.5;
83942;29/04/2016;1800;11.4;7.2;52;930.6;23;1.02888;7.5;
83942;30/04/2016;0000;6.2;4.8;79;932.6;23;1.02888;10;
83942;30/04/2016;1200;6.6;5.4;83;931.5;23;3;5;
83942;30/04/2016;1800;10.4;6.6;54;931;23;5;6.25;
83942;01/05/2016;0000;6.6;5.2;79;933;23;1;2.5;
83942;01/05/2016;1200;8;6.4;80;933.5;0;0;0;
83942;01/05/2016;1800;18.2;12.8;52;930.8;0;0;1;
83942;02/05/2016;0000;11.4;9.8;82;931.4;0;0;0;
83942;02/05/2016;1200;12;8.8;65;932.8;36;3;5;
83942;02/05/2016;1800;19.4;12.4;42;931.4;32;3;6;
83942;03/05/2016;0000;13.8;11.2;73;932.4;0;0;5;
83942;03/05/2016;1200;12.2;9.8;73;932.7;14;1;9;
83942;03/05/2016;1800;17;13.6;67;931.1;18;1;5;
83942;04/05/2016;0000;11.6;11.2;95;932.3;18;1;7;
83942;04/05/2016;1200;9;8.6;93;932.3;36;1;8;
83942;04/05/2016;1800;20;12.8;41;929.6;32;1;1;
83942;05/05/2016;0000;12.2;12;98;930.6;0;0;2;
83942;05/05/2016;1200;12.8;11.4;85;933.1;18;1;7;
83942;05/05/2016;1800;17;14.2;73;931.4;18;1;7;
83942;06/05/2016;0000;11.2;10.8;96;932.3;14;1;10;
83942;06/05/2016;1200;10;9.4;93;930.7;0;0;10;
83942;06/05/2016;1800;13.4;12.6;92;929.5;18;1;10;
83942;07/05/2016;0000;11.6;11.6;100;931.9;0;0;10;
83942;07/05/2016;1200;13.4;12.8;95;932.6;14;1;10;
83942;07/05/2016;1800;17.4;15.4;81;930.8;14;1;9;
83942;08/05/2016;0000;14.6;14.4;98;931.5;14;1;10;
83942;08/05/2016;1200;14;13.8;98;931.6;0;0;10;
83942;08/05/2016;1800;20.4;17.4;74;926.7;18;3;7;
83942;09/05/2016;0000;16.2;15.2;89;927.4;5;1;10;
83942;09/05/2016;1200;16.8;15.4;86;929;36;1;7;
83942;09/05/2016;1800;20.6;17.4;71;927.1;27;1;9;
83942;10/05/2016;0000;17.2;16.6;94;927.9;18;1;10;
83942;10/05/2016;1200;15;14.4;94;928.6;18;1;10;
83942;10/05/2016;1800;16;15.6;96;927.9;18;3;10;
83942;11/05/2016;0000;14.8;14.8;100;930.3;18;1;10;
83942;11/05/2016;1200;13.2;12.7;94;933;14;1;10;
83942;11/05/2016;1800;15;13.8;88;931.5;18;1;10;
83942;12/05/2016;0000;11.4;11.4;100;933;14;1;10;
83942;12/05/2016;1200;9.2;9.2;100;934.7;18;1;10;
83942;12/05/2016;1800;9.6;9.6;100;933.2;18;1;10;
83942;13/05/2016;0000;9.4;9.4;100;934.3;18;1;10;
83942;13/05/2016;1200;9.4;9;95;935.8;14;1;10;
83942;13/05/2016;1800;12.2;12;98;933.9;14;1;10;
83942;14/05/2016;0000;12.2;11.4;92;934.6;9;1;7;
83942;14/05/2016;1200;14.2;12.6;83;933.8;36;3;0;
83942;14/05/2016;1800;21.6;17;63;931;36;3;6;
83942;15/05/2016;0000;17.4;15;77;929.9;36;3;3;
83942;15/05/2016;1200;14.8;12.8;79;923;5;5;10;
83942;15/05/2016;1800;13.8;13.4;95;921.6;36;3;10;
83942;16/05/2016;0000;16;15.4;94;922;27;3;10;
83942;16/05/2016;1200;10.2;9.6;93;926.2;23;5;8;
83942;16/05/2016;1800;8.6;8;93;926.6;23;3;10;
83942;17/05/2016;0000;8;7.4;93;928;27;1;10;
83942;17/05/2016;1200;5.2;3.8;79;930.3;23;1;8;
83942;17/05/2016;1800;10.2;6.6;58;928.4;32;3;4;
83942;18/05/2016;0000;5.6;4.8;89;930.2;18;1;5;
83942;18/05/2016;1200;3.6;3;91;931;27;1;1;
83942;18/05/2016;1800;11;7;55;929.9;18;3;2;
83942;19/05/2016;0000;6.2;5.4;89;932.2;0;0;2;
83942;19/05/2016;1200;7.4;6.2;84;934.7;9;1;5;
83942;19/05/2016;1800;13.8;10;61;932.7;14;1;7;
83942;20/05/2016;0000;8;7.4;93;933.8;0;0;4;
83942;20/05/2016;1200;10.4;9.6;90;932.2;36;3;8;
83942;20/05/2016;1800;13;12.2;91;929.9;9;1;10;
83942;21/05/2016;0000;12.2;12.2;100;929.5;0;0;10;
83942;21/05/2016;1200;10.4;10.2;98;930.7;0;0;10;
83942;21/05/2016;1800;11.6;10.2;84;929.6;18;1;9;
83942;22/05/2016;0000;11;10.6;95;929.6;18;1;10;
83942;22/05/2016;1200;10.6;10.6;100;929.2;18;1;10;
83942;22/05/2016;1800;10;9.6;94;927.9;23;1;10;
83942;23/05/2016;0000;8.8;8.4;95;931;23;1;10;
83942;23/05/2016;1200;6.2;5.4;89;935.9;23;1;7;
83942;23/05/2016;1800;10.4;8.2;73;936.3;18;1;10;
83942;24/05/2016;0000;6.8;6.2;92;939.1;0;0;5;
83942;24/05/2016;1200;5;4.4;91;939.9;9;1;10;
83942;24/05/2016;1800;15.4;12;66;937.6;18;3;3;
83942;25/05/2016;0000;10.4;9.2;85;937.5;9;3;4;
83942;25/05/2016;1200;12.6;10.6;77;937;5;1;5;
83942;25/05/2016;1800;17;13;63;934;36;1;7;
83942;26/05/2016;0000;13.8;11.6;76;933.4;36;3;3;
83942;26/05/2016;1200;13.4;12.2;87;932;36;3;10;
83942;26/05/2016;1800;18.6;14.8;66;930.8;23;1;9;
83942;27/05/2016;0000;13.6;13.6;100;931.5;0;0;10;
83942;27/05/2016;1200;11.8;11.6;98;932.8;0;0;10;
83942;27/05/2016;1800;12.8;12.4;95;932.3;18;1;10;
83942;28/05/2016;0000;11.6;11.4;98;934.3;18;1;10;
83942;28/05/2016;1200;13;12.2;91;935.4;9;1;4;
83942;28/05/2016;1800;18.8;15;67;932.8;9;3;6;
83942;29/05/2016;0000;15.4;13.8;84;933.2;5;3;8;
83942;29/05/2016;1200;15;14.2;92;928.8;5;3;10;
83942;29/05/2016;1800;16;15.2;91;924.8;5;3;10;
83942;30/05/2016;0000;14.8;14.2;94;925.4;36;1;10;
83942;30/05/2016;1200;13.2;12.6;94;925.4;36;1;10;
83942;30/05/2016;1800;14;12.2;81;923.1;36;3;10;
83942;31/05/2016;0000;12.6;11.6;89;923.5;0;0;10;
83942;31/05/2016;1200;11.2;10;86;926.7;32;1;9;
83942;31/05/2016;1800;13;10.6;73;925.2;27;3;10;
83942;01/06/2016;0000;10.8;9.6;85;927;32;1;3;
83942;01/06/2016;1200;9.2;8.4;90;926.8;32;1;4;
83942;01/06/2016;1800;13.8;11.2;73;924.8;27;1;8;
83942;02/06/2016;0000;9.4;9;95;924.7;0;0;5;
83942;02/06/2016;1200;8.2;7;84;926.4;23;1;6;
83942;02/06/2016;1800;15.2;10;50;924.8;32;1;7;
83942;03/06/2016;0000;10.4;7.8;70;925.1;32;1;0;
83942;03/06/2016;1200;7.8;6.8;87;925.1;32;3;10;
83942;03/06/2016;1800;9.8;7.8;75;924.3;32;3;10;
83942;04/06/2016;0000;6.8;6.2;92;925.8;0;0;10;
83942;04/06/2016;1200;6;5;86;927.2;0;0;9;
83942;04/06/2016;1800;11.8;9.4;72;924.4;18;1;7;
83942;05/06/2016;0000;6.6;6.2;94;926.4;18;1;10;
83942;05/06/2016;1200;5.2;4.6;92;927.2;36;1;10;
83942;05/06/2016;1800;10;7.8;73;925.4;14;1;7;
83942;06/06/2016;0000;6.4;5.6;89;927.1;18;1;10;
83942;06/06/2016;1200;6;4.8;83;927.6;14;1;10;
83942;06/06/2016;1800;8.2;5.6;66;926.6;18;1;9;
83942;07/06/2016;0000;5.6;4.6;86;928.3;0;0;8;
83942;07/06/2016;1200;4.2;3.6;92;929.4;32;3;8;
83942;07/06/2016;1800;11;6.4;48;927.9;27;3;2;
83942;08/06/2016;0000;7.4;5.2;71;929.5;32;3;0;
83942;08/06/2016;1200;4.4;4;94;932;27;3;10;
83942;08/06/2016;1800;10;5;42;930.7;27;5;2;
83942;09/06/2016;0000;4.6;1.7;62;933.1;27;1;0;
83942;09/06/2016;1200;3;1;67;933.8;27;1;2;
83942;09/06/2016;1800;10.8;5.6;41;932.3;27;3;2;
83942;10/06/2016;0000;5.2;3;67;933.4;0;0;0;
83942;10/06/2016;1200;4.6;1.7;62;933.5;27;1;7;
83942;10/06/2016;1800;6.6;4.6;73;932.3;23;1;9;
83942;11/06/2016;0000;3;1.5;80;935.1;23;1;0;
83942;11/06/2016;1200;1;0.2;86;934.7;21;1;3;
83942;11/06/2016;1800;7.2;3.6;53;935;32;3.1;4;
83942;12/06/2016;0000;3.6;1.5;72;936.4;0;0;0;
83942;12/06/2016;1200;2.4;0.6;71;938;27;3;0;
83942;12/06/2016;1800;10.8;5;36;937.5;23;3;0;
83942;13/06/2016;0000;6;2.8;55;938.7;0;0;0;
83942;13/06/2016;1200;5.2;3;67;939.5;0;0;0;
83942;13/06/2016;1800;16.8;9;31;937.1;5;1;0;
83942;14/06/2016;0000;10;6.4;58;937.8;36;1;0;
83942;14/06/2016;1200;9.2;7;73;937.9;5;3;7;
83942;14/06/2016;1800;18.4;11.6;42;935.4;32;1;4;
83942;15/06/2016;0000;12.8;10.2;72;936.4;0;0;8;
83942;15/06/2016;1200;12;9.6;72;936;36;1;4;
83942;15/06/2016;1800;20.2;13.6;47;934;27;1;5;
83942;16/06/2016;0000;14;12.2;81;934.4;0;0;6;
83942;16/06/2016;1200;14;12;79;934.4;32;1;8;
83942;16/06/2016;1800;18.2;13.6;59;932;27;1;10;
83942;17/06/2016;0000;13.8;12.8;90;931.5;32;1;10;
83942;17/06/2016;1200;8.2;8.2;100;931.9;0;0;10;
83942;17/06/2016;1800;9.2;9.2;100;930.8;0;0;10;
83942;18/06/2016;0000;6.8;6.8;100;932.8;0;0;10;
83942;18/06/2016;1200;6.4;5.6;89;935.2;18;1;7;
83942;18/06/2016;1800;11.2;8;63;933.6;18;1;4;
83942;19/06/2016;0000;6.4;6;94;934.8;0;0;10;
83942;19/06/2016;1200;6;4;72;935.6;14;1;0;
83942;19/06/2016;1800;11.4;6.4;44;934.3;18;1;2;
83942;20/06/2016;0000;5.4;4.6;89;935.5;0;0;2;
83942;20/06/2016;1200;4.2;3.6;92;937.4;14;1;10;
83942;20/06/2016;1800;10.2;7.4;67;935.8;18;3;3;
83942;21/06/2016;0000;4;3.2;88;937.4;0;0;5;
83942;21/06/2016;1200;6.4;5.6;89;937.9;14;1;3;
83942;21/06/2016;1800;14;10.2;61;935.9;5;3;7;
83942;22/06/2016;0000;9.4;7.8;81;935.9;5;3;7;
83942;22/06/2016;1200;10;9;88;934.8;9;1;10;
83942;22/06/2016;1800;14.6;12.2;75;932.6;32;1;10;
83942;23/06/2016;0000;11.2;10.6;94;933.2;0;0;9;
83942;23/06/2016;1200;11;10.4;94;933.6;0;0;7;
83942;23/06/2016;1800;14;11.8;77;932.6;18;1;8;
83942;24/06/2016;0000;10.4;10;95;933.4;0;0;10;
83942;24/06/2016;1200;8.6;7.6;87;934.6;5;3;7;
83942;24/06/2016;1800;18.6;12.8;49;933.2;36;1;8;
83942;25/06/2016;0000;13;11.2;80;934.7;36;1;2;
83942;25/06/2016;1200;12.4;9.6;68;934.8;36;3;7;
83942;25/06/2016;1800;20;14;50;933.6;36;3;8;
83942;26/06/2016;0000;15.4;12;66;934.4;36;3;2;
83942;26/06/2016;1200;13;11;78;936.6;36;1;8;
83942;26/06/2016;1800;20.8;15.2;54;935.2;36;1;6;
83942;27/06/2016;0000;15.2;13.4;82;936.4;0;0;4;
83942;27/06/2016;1200;11.4;10;84;937;36;3;3;
83942;27/06/2016;1800;19.2;14.4;59;935.8;32;1;6;
83942;28/06/2016;0000;14.6;12.4;77;935.9;0;0;6;
83942;28/06/2016;1200;13;11.6;85;936.4;36;1;7;
83942;28/06/2016;1800;18.6;14.4;63;934;36;1;7;
83942;29/06/2016;0000;14.2;12.2;79;934.8;0;0;0;
83942;29/06/2016;1200;14;13;90;935;32;1;5;
83942;29/06/2016;1800;20.4;16;63;933.5;18;1;5;
83942;30/06/2016;0000;16;13.8;78;934.4;0;0;6;
83942;30/06/2016;1200;14.8;13;81;936.3;5;1;8;
83942;30/06/2016;1800;21.8;16.4;56;934.8;32;1;8;
83942;01/07/2016;0000;18;15.4;76;935;0;0;8;
83942;01/07/2016;1200;15.8;13.8;80;935.8;36;1;3;
83942;01/07/2016;1800;23.2;16.2;47;933.2;32;3;3;
83942;02/07/2016;0000;18.2;14.6;68;933.9;0;0;2;
83942;02/07/2016;1200;15.4;13;75;935.4;36;1;4;
83942;02/07/2016;1800;23;16.2;48;933.2;32;3;6;
83942;03/07/2016;0000;18;14.8;70;933.2;0;0;3;
83942;03/07/2016;1200;16.6;13.2;67;934.2;36;3;5;
83942;03/07/2016;1800;24.8;17.2;45;932;36;3;5;
83942;04/07/2016;0000;19.6;15.4;64;931.8;0;0;0;
83942;04/07/2016;1200;17.6;13.6;63;931.8;36;3;4;
83942;04/07/2016;1800;24;16.8;47;929.9;36;5;8;
83942;05/07/2016;0000;19.8;15.6;64;931;36;1;3;
83942;05/07/2016;1200;17.8;14.6;70;930;36;1;8;
83942;05/07/2016;1800;22;16.6;57;925.5;36;1;10;
83942;06/07/2016;0000;20;15.6;63;924.2;36;3;8;
83942;06/07/2016;1200;11;10.2;91;924.6;32;5;10;
83942;06/07/2016;1800;11.4;9.6;79;923.5;32;5;10;
83942;07/07/2016;0000;7.4;6.4;87;928;27;5;10;
83942;07/07/2016;1200;7;6;86;930.4;36;5;5;
83942;07/07/2016;1800;13.6;9;53;930.2;27;5;2;
83942;08/07/2016;0000;9.8;7.6;72;932.3;27;1;4;
83942;08/07/2016;1200;8.2;7;84;935;36;1;7;
83942;08/07/2016;1800;17.4;12;51;933.2;0;0;6;
83942;09/07/2016;0000;11.4;10;84;933.2;0;0;7;
83942;09/07/2016;1200;11.4;8.4;66;932.6;0;0;10;
83942;09/07/2016;1800;10;9;88;926.6;36;3;10;
83942;10/07/2016;0000;12.8;11.8;89;925.8;36;3;10;
83942;10/07/2016;1200;14;12.4;83;926.4;36;1;6;
83942;10/07/2016;1800;20.2;16;65;924.4;27;1;7;
83942;11/07/2016;0000;16.2;15.2;89;925.1;0;0;3;
83942;11/07/2016;1200;12.2;12.2;100;925.8;18;1;10;
83942;11/07/2016;1800;13;12.2;91;921.8;9;3;10;
83942;12/07/2016;0000;15.4;14.4;90;919.6;32;3;10;
83942;12/07/2016;1200;15.8;15;91;924.8;27;3;6;
83942;12/07/2016;1800;17.6;13.8;65;925.5;32;3;6;
83942;13/07/2016;0000;11.8;11.4;96;927.5;0;0;2;
83942;13/07/2016;1200;10.6;8.6;75;928;0;0;5;
83942;13/07/2016;1800;21.2;17.4;68;925.6;5;1;5;
83942;14/07/2016;0000;12.4;12;95;924.6;0;0;8;
83942;14/07/2016;1200;16.2;15.4;92;924.6;36;3;10;
83942;14/07/2016;1800;14.8;14.2;94;923.8;27;1;10;
83942;15/07/2016;0000;13.8;13;92;923;36;1;8;
83942;15/07/2016;1200;13.8;13.6;97;924.3;23;1;10;
83942;15/07/2016;1800;18.4;15.2;71;922.6;23;1;7;
83942;16/07/2016;0000;11.2;10;86;924.4;18;1;10;
83942;16/07/2016;1200;8.8;8.4;95;927.1;23;1;10;
83942;16/07/2016;1800;10.6;7.2;60;926.4;27;5;7;
83942;17/07/2016;0000;4.2;1.9;69;930.7;23;5;9;
83942;17/07/2016;1200;2.6;0.9;77;932;27;5;10;
83942;17/07/2016;1800;6.8;1.9;33;931;27;3;3;
83942;18/07/2016;0000;2.4;0.5;67;933.2;23;1;0;
83942;18/07/2016;1200;3.8;3.4;93;934.6;23;1;10;
83942;18/07/2016;1800;10.2;7;62;933.4;18;1;5;
83942;19/07/2016;0000;4.4;3.4;85;934.8;0;0;7;
83942;19/07/2016;1200;3.2;2.8;93;934;14;1;7;
83942;19/07/2016;1800;9;6.4;68;931.9;18;3;4;
83942;20/07/2016;0000;3.8;3.2;91;933.6;18;1;2;
83942;20/07/2016;1200;3.6;2.4;80;934.4;14;1;1;
83942;20/07/2016;1800;11.4;7;51;932.2;18;1;6;
83942;21/07/2016;0000;4.8;4.2;91;932.8;0;0;5;
83942;21/07/2016;1200;3.4;2.6;88;933.2;9;1;0;
83942;21/07/2016;1800;11.4;8.2;63;931.8;18;1;3;
83942;22/07/2016;0000;6.4;5.8;92;933.4;0;0;0;
83942;22/07/2016;1200;5.2;4.8;94;933.2;36;1;10;
83942;22/07/2016;1800;17.4;11.6;48;931.4;36;1;3;
83942;23/07/2016;0000;10.4;9.4;88;931.1;0;0;0;
83942;23/07/2016;1200;9;6.6;70;930.7;36;3;0;
83942;23/07/2016;1800;17.2;12.4;56;928.3;36;1;7;
83942;24/07/2016;0000;14.8;10.4;56;928.7;36;3;3;
83942;24/07/2016;1200;13.2;11.2;78;931.4;32;3;7;
83942;24/07/2016;1800;20.8;16.2;62;930.7;23;3;7;
83942;25/07/2016;0000;14.4;13.8;95;931.1;0;0;0;
83942;25/07/2016;1200;16;13;70;931.6;36;5;6;
83942;25/07/2016;1800;24.2;17.6;51;927.1;36;3;6;
83942;26/07/2016;0000;20.4;15.6;60;926;36;3;7;
83942;26/07/2016;1200;15.8;14.6;87;924.2;36;1;10;
83942;26/07/2016;1800;14;13.4;94;924.4;27;5;10;
